"","abelmoschus","acacia","acalypha","acer","actinidia","aesculus","agropyron","albizia","allium","alnus","amaranthus","anacardium","ananas","annona","anthurium","apium","arachis","areca","artemisia","artocarpus","asparagus","avena","averrhoa","bambusa","bauhinia","berberis","beta","betula","brassica","bromus","cajanus","calophyllum","camellia","capsicum","carica","carya","cassia","castanea","casuarina","chamaecyparis","chenopodium","chrysanthemum","chrysophyllum","cicer","cichorium","cinnamomum","citrullus","citrus","clerodendrum","cocos","codiaeum","coffea","colocasia","convolvulus","corchorus","corylus","crataegus","crotalaria","croton","cucumis","cucurbita","cycas","cydonia","cynara","cynodon","cyperus","dahlia","datura","daucus","dianthus","digitaria","dimocarpus","dioscorea","diospyros","dracaena","echinochloa","elaeis","eleusine","elymus","eriobotrya","erythrina","eucalyptus","eugenia","euonymus","euphorbia","fagus","festuca","ficus","fortunella","fragaria","fraxinus","garcinia","gardenia","gladiolus","glycine","gossypium","hedera","helianthus","hemerocallis","hevea","hibiscus","hordeum","humulus","ilex","ipomoea","jasminum","juglans","juniperus","lactuca","lagerstroemia","lantana","lathyrus","lens","leucaena","ligustrum","linum","litchi","lolium","lonicera","lotus","luffa","lupinus","lycopersicon","macadamia","magnolia","malus","mangifera","manihot","manilkara","medicago","melia","mentha","momordica","morus","murraya","musa","nephelium","nerium","nicotiana","ocimum","olea","opuntia","oryza","panicum","paspalum","passiflora","pelargonium","pennisetum","persea","petunia","phaseolus","phoenix","physalis","pieris","piper","pistacia","pisum","pittosporum","plantago","platanus","plumeria","poa","polygonum","poncirus","populus","pouteria","prunus","psidium","pueraria","punica","pyrus","quercus","raphanus","rhamnus","rhododendron","rhus","ribes","ricinus","robinia","rosa","rubus","rumex","saccharum","salix","salvia","secale","senecio","setaria","sida","solanum","sonchus","sorbus","sorghum","spinacia","spondias","syringa","syzygium","tectona","terminalia","theobroma","tilia","trifolium","triticum","ulmus","urtica","vaccinium","viburnum","vicia","vigna","vitis","zea","zinnia","ziziphus"
"Insect2008",NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,0,0,NA,0,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,1,NA,0,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,0,0,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,0,0,0,0,0
"Insect2009",0,1,0,0,0,NA,0,NA,0,NA,0,1,1,1,1,NA,0,0,0,1,0,0,0,NA,1,0,0,NA,0,0,0,1,1,1,1,0,1,NA,0,0,NA,NA,0,0,0,1,0,1,NA,1,1,1,NA,0,0,1,0,1,0,0,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,0,0,1,1,0,1,0,0,1,NA,NA,1,0,1,NA,0,1,0,0,0,NA,NA,0,NA,0,NA,0,0,NA,1,0,NA,NA,0,1,0,NA,0,0,NA,0,NA,0,0,0,1,NA,0,0,NA,0,NA,NA,NA,NA,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,NA,0,0,1,0,0,1,0,0,0,NA,NA,0,0,NA,1,0,0,1,0,NA,0,NA,1,1,1,0,1,1,1,0,NA,0,0,NA,0,0,1,0,0,0,1,0,0,0,NA,0,NA,NA,NA,0,0,NA,0,NA,1,1,1,0,0,0,0,NA,NA,0,NA,0,1,0,0,1
"Insect2304",NA,0,0,NA,0,0,0,0,0,0,NA,0,1,1,0,0,NA,1,0,1,0,0,NA,1,1,0,0,NA,NA,0,NA,1,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,1,0,1,0,1,0,0,NA,0,0,NA,1,0,0,NA,NA,NA,0,0,1,NA,NA,0,0,0,0,0,0,NA,1,0,NA,NA,1,0,1,0,0,0,NA,0,0,0,NA,1,1,0,1,0,NA,0,NA,1,1,0,NA,0,0,1,NA,NA,NA,0,NA,0,0,0,NA,0,1,NA,NA,0,NA,NA,0,0,0,NA,1,0,NA,0,NA,0,NA,1,0,1,1,0,0,0,0,0,0,0,0,1,NA,0,1,NA,0,1,0,0,1,0,0,0,NA,0,1,NA,0,0,NA,0,NA,1,NA,1,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,1,0,NA,0
"Insect2010",0,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,1,NA,0,NA,NA,0,NA,0,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,NA,0,NA,0,0,1,NA,0,1,1,NA,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,0,0,0,NA,0,NA,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,NA
"Insect2641",1,0,0,0,0,0,NA,0,NA,0,0,0,1,NA,1,0,0,NA,NA,1,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,NA,0,0,NA,0,1,NA,0,1,1,0,NA,NA,0,NA,0,0,0,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,NA,0,1,NA,0,0,NA,NA,0,NA,1,0,0,0,NA,NA,1,0,0,0,1,0,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,NA,0,1,0,0,0,0,0,NA,0,NA,0,0,NA,0,0
"Insect2656",0,0,0,NA,0,0,NA,NA,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,0,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,NA,0,0,1,0,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,NA,NA,1,NA,1,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,NA,0,NA,NA,0,0,0,0,0,0,1,NA,NA,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0
"Insect2013",0,NA,0,0,0,NA,0,0,0,NA,1,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,1,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,0,0,0,NA,NA,0,0,NA,NA,0,0,NA,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,0,NA,0,0,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,0,0,1,0,NA,0,NA,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA
"Insect2014",NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,NA,0,0,0,1,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,NA,0,0,0,NA,0,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,NA,0,0,0,NA,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,1,0,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,0,0,NA,0,0,NA,1,0,0,0,1,NA,0,0,0,NA,0,0,1,NA,NA,NA,NA,NA,0,0,NA,0,1,0,0,0,NA,0,0,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,0,NA,0,0,1,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,NA,NA,0,1,0,0,0,0,0
"Insect2813",0,0,0,NA,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,1,0,0,NA,0,NA,0,NA,1,0,NA,0,NA,NA,NA,1,NA,0,0,0,0,0,1,1,NA,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,1,0,0,NA,0,0,0,0,NA,NA,1,NA,1,NA,NA,0,0,NA,NA,0,0,NA,0,0,0,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,1,0,0,0,0,0,0,NA,NA,0,1,0,NA,0,0,0,0,0,NA,0,0,NA,1,NA,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,0,0,NA,0
"Insect1295",0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,NA,0,0,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,0,0,0,NA,0,1,NA,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,1,0,0,0,0,0,0,NA,1,0,0,1,0,0,NA,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,1,0,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,NA,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0
"Insect2365",0,0,1,0,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,NA,1,NA,0,NA,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,1,NA,0,NA,1,NA,0,0,NA,0,NA,1,0,0,0,0,0,0,0,NA,NA,1,1,NA,NA,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,1,0,0,0,0,NA,NA,NA,0,0,0,1,NA,0,0,0,NA,0,NA,0,0,1,NA,0,0,NA,0,0,NA,1,0,0,NA,0,0,NA,NA,0,1,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,NA,NA,0,NA,NA,0,0,1,NA,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,NA,0,0,1,0,0,NA,0,0,NA,0,NA,0,0,0,0,0
"Insect2350",0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,1,NA,0,0,0,0,1,NA,0,NA,1,0,NA,NA,0,1,0,1,NA,NA,NA,1,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,0,NA,1,0,0,0,0,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,NA,0,0,NA,0,0,0,0,0,NA,NA,0,0,0,NA,1,0,0,NA,NA,1,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,NA,1,0,1,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,NA,0,0,0,NA,NA,NA,0,0,1,0,NA,NA,0,0,0,0,NA,NA,0,NA,NA,1,0,1,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,0,NA,0,NA,NA,0,0,0,0,0,NA
"Insect2587",0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0,0,0,0,1,NA,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,0,0,NA,0,0,0,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,NA,1,1,0,NA,0,1,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,1,0,NA,NA,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,NA,NA,0,1,NA,NA,NA,0,NA,0,NA,1,NA,NA
"Insect2015",NA,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,1,NA,0,0,NA,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,1,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,NA,NA,0,0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0
"Insect2626",0,0,0,0,0,0,0,1,NA,NA,0,1,NA,1,0,0,NA,1,NA,0,0,NA,NA,NA,0,0,NA,0,0,0,1,1,1,NA,0,0,1,NA,0,NA,0,0,NA,0,0,0,0,1,0,NA,1,1,0,0,NA,0,NA,1,1,0,1,1,0,0,1,NA,0,NA,NA,0,NA,NA,NA,0,NA,0,0,NA,0,0,1,0,0,0,1,0,0,1,NA,0,0,0,1,0,0,1,0,NA,0,NA,1,0,0,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0,0,NA,NA,1,0,1,NA,0,NA,NA,NA,1,1,1,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,0,NA,1,NA,0,NA,0,0,0,1,NA,0,0,NA,0,0,0,0,0,0,NA,1,NA,NA,0,NA,0,0,0,NA,0,1,0,NA,0,0,0,NA,0,1,1,1,0,0,0,0,0,NA,0,NA,0,1,NA,NA,0
"Insect2017",0,1,1,0,0,NA,NA,NA,NA,0,NA,1,0,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,1,0,1,0,0,0,0,0,NA,NA,0,0,0,0,1,1,1,NA,NA,0,NA,0,NA,NA,0,NA,0,1,0,0,NA,0,0,0,NA,NA,NA,0,1,0,NA,0,NA,0,0,NA,1,1,0,1,0,0,1,NA,NA,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,0,NA,1,NA,0,NA,0,1,0,0,0,0,0,NA,1,1,1,1,0,0,0,0,0,NA,1,0,0,NA,0,0,NA,0,0,0,0,NA,NA,1,0,1,NA,0,NA,NA,1,0,0,NA,1,0,NA,0,0,1,0,1,1,0,1,1,NA,0,NA,NA,1,0,1,0,1,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,0,0,0,NA,1,NA,1,NA,0,0,0,1,NA,0,0,0,1,1,0,NA,NA
"Insect137",0,0,NA,0,NA,NA,0,0,0,NA,0,0,NA,0,0,0,NA,1,0,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,NA,NA,1,0,0,0,NA,0,0,0,0,0,NA,0,NA,0,NA,1,0,0,0,NA,0,0,0,0,0,NA,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,1,0,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,NA,0,1,NA,NA,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,1,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,NA,1,0,0
"Insect1578",0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0,0,0,NA,NA,0,0,NA,0,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,NA,0,NA,0,0,1,NA,0,NA,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,NA,0,0,NA,NA,1,NA,0,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,1,0,0,NA,NA,0,NA,NA
"Insect1570",0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,1,NA,0,NA,0,NA,0,NA,0,0,0,0,0,NA,NA,0,0,NA,0,0,NA,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,0,0,NA,NA,0,NA,0,0,0,0,1,0,0,0,0,0,NA,1,0,0,0,0,NA,0,NA,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,NA
"Insect2312",0,NA,NA,1,NA,0,0,NA,0,0,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,1,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,0,0,0,NA,0,NA,0,NA,0,0,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,0,NA,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,1,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,NA,0,NA,0,0,0,NA,NA
"Insect2552",0,0,NA,0,0,0,0,NA,0,0,0,1,0,1,0,NA,0,1,0,0,0,NA,NA,NA,NA,0,0,NA,0,0,NA,0,NA,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,0,0,NA,0,0,0,0,1,0,0,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,0,0,NA,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,1,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,1,0,1,0,0,0,0,0,NA,NA,1,NA,1,0,0,NA,0,0,0,NA,0,NA,0,NA,NA,0,NA,0,NA,1,0,1,0,NA,NA,NA,0,0,0,0,0,0,1,0,NA,0
"Insect2954",NA,0,NA,0,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,NA,0,0,0,NA,NA,0,1,0,NA,0,0,0,NA,0,0,0,0,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,0,0,NA,NA,0,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,0,0,0,1,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,1,0,0,0,0,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,NA,0,NA,0,0
"Insect713",0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,1,1,0,0,NA,0,0,1,0,NA,0,NA,0,NA,NA,0,0,NA,0,0,0,NA,1,0,NA,0,NA,NA,0,NA,0,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,NA,0,NA,0,0,NA,0,0,NA,0,NA,0,0,0,0,NA,0,NA,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,NA,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,NA,1,0,0,0,0,0,NA,NA,0,NA,0,0,0,0,NA,NA,1,0,0,0,NA,0,0,NA,0,0,1,0,NA,0,0,1,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,NA,0,0,NA,0,0,0,0,NA,NA,NA
"Insect3139",0,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,NA,0,NA,NA,0,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,NA,0,0,0,0,NA,0,0,NA,0,NA,0,NA,NA,0,0,1,NA,0
"Insect2621",0,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,NA,0,NA,NA,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,1,0,0,NA,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,0,NA,0,NA,1,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0
