"Family","Genus"
"Leguminosae","Apurimacia"
"Leguminosae","Arachidna"
"Leguminosae","Arachis"
"Leguminosae","Arachus"
"Leguminosae","Aragallus"
"Leguminosae","Arapatiella"
"Leguminosae","Archidendron"
"Leguminosae","Archidendropsis"
"Leguminosae","Arcoa"
"Leguminosae","Argelasia"
"Leguminosae","Argyrocytisus"
"Leguminosae","Argyrolobium"
"Leguminosae","Ariaria"
"Leguminosae","Arouna"
"Leguminosae","Arthrocarpum"
"Leguminosae","Arthroclianthus"
"Leguminosae","Arthrosamanea"
"Leguminosae","Arthrosprion"
"Leguminosae","Artrolobium"
"Leguminosae","Aspalathoides"
"Leguminosae","Aspalathus"
"Leguminosae","Aspalthium"
"Leguminosae","Asphalthium"
"Leguminosae","Asterocytisus"
"Leguminosae","Astracantha"
"Leguminosae","Astragalina"
"Leguminosae","Astragaloides"
"Leguminosae","Astragalus"
"Leguminosae","Astrolobium"
"Leguminosae","Astyposanthes"
"Leguminosae","Ateleia"
"Leguminosae","Atelophragma"
"Leguminosae","Atossa"
"Leguminosae","Atylosia"
"Leguminosae","Aubrevillea"
"Leguminosae","Augouardia"
"Leguminosae","Aulonix"
"Leguminosae","Aulosema"
"Leguminosae","Austrodolichos"
"Leguminosae","Austrosteenisia"
"Leguminosae","Aviunculus"
"Leguminosae","Avornela"
"Leguminosae","Azukia"
"Leguminosae","Bactyrilobium"
"Leguminosae","Baguenaudiera"
"Leguminosae","Baikiaea"
"Leguminosae","Bakerophyton"
"Leguminosae","Balizia"
"Leguminosae","Balsamocarpon"
"Leguminosae","Baphia"
"Leguminosae","Baphiastrum"
"Leguminosae","Baphiopsis"
"Leguminosae","Baptisia"
"Leguminosae","Barba-jovis"
"Leguminosae","Barbieria"
"Leguminosae","Barklya"
"Leguminosae","Barnebydendron"
"Leguminosae","Barnebyella"
"Leguminosae","Baryxylum"
"Leguminosae","Batesia"
"Leguminosae","Batidophaca"
"Leguminosae","Baudouinia"
"Leguminosae","Bauerella"
"Leguminosae","Bauhinia"
"Leguminosae","Behaimia"
"Leguminosae","Belairia"
"Leguminosae","Bergeronia"
"Leguminosae","Berlinia"
"Leguminosae","Berrebera"
"Leguminosae","Biancaea"
"Leguminosae","Bikinia"
"Leguminosae","Binaria"
"Leguminosae","Bionia"
"Leguminosae","Bipontinia"
"Leguminosae","Biserrula"
"Leguminosae","Bituminaria"
"Leguminosae","Blanchetiodendron"
"Leguminosae","Bobgunnia"
"Leguminosae","Bobrovia"
"Leguminosae","Bocoa"
"Leguminosae","Boelia"
"Leguminosae","Bolusanthus"
"Leguminosae","Bolusia"
"Leguminosae","Bona"
"Leguminosae","Bonaga"
"Leguminosae","Bonaveria"
"Leguminosae","Bonduc"
"Leguminosae","Bonjeanea"
"Leguminosae","Bonjeania"
"Leguminosae","Borbonia"
"Leguminosae","Bossiaea"
"Leguminosae","Botor"
"Leguminosae","Botryolotus"
"Leguminosae","Bowdichia"
"Leguminosae","Bowringia"
"Leguminosae","Brachycylix"
"Leguminosae","Brachyphragma"
"Leguminosae","Brachypterum"
"Leguminosae","Brachysema"
"Leguminosae","Brachystegia"
"Leguminosae","Bradburya"
"Leguminosae","Bradlea"
"Leguminosae","Brandzeia"
"Leguminosae","Brasilettia"
"Leguminosae","Brenaniodendron"
"Leguminosae","Brenierea"
"Leguminosae","Brissonia"
"Leguminosae","Brodriguesia"
"Leguminosae","Brongniartia"
"Leguminosae","Brownea"
"Leguminosae","Browneopsis"
"Leguminosae","Brya"
"Leguminosae","Bryaspis"
"Leguminosae","Buchenroedera"
"Leguminosae","Bugranopsis"
"Leguminosae","Burgesia"
"Leguminosae","Burkea"
"Leguminosae","Burkilliodendron"
"Leguminosae","Burtonia"
"Leguminosae","Bussea"
"Leguminosae","Butea"
"Leguminosae","Cacara"
"Leguminosae","Cacuvallum"
"Leguminosae","Cadelium"
"Leguminosae","Cadia"
"Leguminosae","Caesalpinia"
"Leguminosae","Cailliea"
"Leguminosae","Cajan"
"Leguminosae","Cajanum"
"Leguminosae","Cajanus"
"Leguminosae","Calia"
"Leguminosae","Calicotome"
"Leguminosae","Calispepla"
"Leguminosae","Callerya"
"Leguminosae","Calliandra"
"Leguminosae","Calliandropsis"
"Leguminosae","Callicysthus"
"Leguminosae","Callisemaea"
"Leguminosae","Callistachys"
"Leguminosae","Callistephana"
"Leguminosae","Calobota"
"Leguminosae","Calophaca"
"Leguminosae","Calopogonium"
"Leguminosae","Calpocalyx"
"Leguminosae","Calpurnia"
"Leguminosae","Calycomorphum"
"Leguminosae","Calycotome"
"Leguminosae","Camoensia"
"Leguminosae","Campsiandra"
"Leguminosae","Camptosema"
"Leguminosae","Campylotropis"
"Leguminosae","Canavalia"
"Leguminosae","Candolleodendron"
"Leguminosae","Cansenia"
"Leguminosae","Cantharospermum"
"Leguminosae","Cantuffa"
"Leguminosae","Caragana"
"Leguminosae","Carissoa"
"Leguminosae","Carmichaelia"
"Leguminosae","Carpopogon"
"Leguminosae","Caryolobium"
"Leguminosae","Cascaronia"
"Leguminosae","Casparea"
"Leguminosae","Casparia"
"Leguminosae","Cassia"
"Leguminosae","Castanocarpus"
"Leguminosae","Castanospermum"
"Leguminosae","Catacline"
"Leguminosae","Cathartocarpus"
"Leguminosae","Cathormion"
"Leguminosae","Caulinia"
"Leguminosae","Caulotretus"
"Leguminosae","Cavaraea"
"Leguminosae","Cebipira"
"Leguminosae","Cedrelinga"
"Leguminosae","Cenostigma"
"Leguminosae","Centrolobium"
"Leguminosae","Centrosema"
"Leguminosae","Ceratonia"
"Leguminosae","Cercidium"
"Leguminosae","Cercis"
"Leguminosae","Chadsia"
"Leguminosae","Chaetocalyx"
"Leguminosae","Chamaecassia"
"Leguminosae","Chamaecrista"
"Leguminosae","Chamaecytisus"
"Leguminosae","Chamaefistula"
"Leguminosae","Chamaesenna"
"Leguminosae","Chamaespartium"
"Leguminosae","Chamaesparton"
"Leguminosae","Chapmannia"
"Leguminosae","Chasmone"
"Leguminosae","Cheilococca"
"Leguminosae","Chesneya"
"Leguminosae","Chesniella"
"Leguminosae","Chidlowia"
"Leguminosae","Chiovendaea"
"Leguminosae","Chloroleucon"
"Leguminosae","Chordospartium"
"Leguminosae","Chorizema"
"Leguminosae","Christia"
"Leguminosae","Chronanthos"
"Leguminosae","Chrysaspis"
"Leguminosae","Chrysocalyx"
"Leguminosae","Chrysoscias"
"Leguminosae","Chrystolia"
"Leguminosae","Cicer"
"Leguminosae","Cicercula"
"Leguminosae","Circinnus"
"Leguminosae","Cladrastis"
"Leguminosae","Clathrotropis"
"Leguminosae","Clavulium"
"Leguminosae","Cleobulia"
"Leguminosae","Clianthus"
"Leguminosae","Clitoria"
"Leguminosae","Clitoriopsis"
"Leguminosae","Clymenum"
"Leguminosae","Cochleata"
"Leguminosae","Cochlianthus"
"Leguminosae","Cochliasanthus"
"Leguminosae","Codariocalyx"
"Leguminosae","Codarium"
"Leguminosae","Codonandra"
"Leguminosae","Codoriocalyx"
"Leguminosae","Coelidium"
"Leguminosae","Cojoba"
"Leguminosae","Collaea"
"Leguminosae","Colobotus"
"Leguminosae","Cologania"
"Leguminosae","Colophospermum"
"Leguminosae","Colutea"
"Leguminosae","Coluteastrum"
"Leguminosae","Colutia"
"Leguminosae","Colvillea"
"Leguminosae","Condylostylis"
"Leguminosae","Contortuplicata"
"Leguminosae","Conzattia"
"Leguminosae","Copaiba"
"Leguminosae","Copaifera"
"Leguminosae","Copaiva"
"Leguminosae","Copisma"
"Leguminosae","Coppoleria"
"Leguminosae","Corallodendron"
"Leguminosae","Corallospartium"
"Leguminosae","Cordaea"
"Leguminosae","Cordeauxia"
"Leguminosae","Cordyla"
"Leguminosae","Corethrodendron"
"Leguminosae","Cornicina"
"Leguminosae","Corniola"
"Leguminosae","Coronilla"
"Leguminosae","Corothamnus"
"Leguminosae","Corynella"
"Leguminosae","Corynitis"
"Leguminosae","Coulteria"
"Leguminosae","Coumarouna"
"Leguminosae","Courbaril"
"Leguminosae","Coursetia"
"Leguminosae","Cowellocassia"
"Leguminosae","Cracca"
"Leguminosae","Craccina"
"Leguminosae","Crafordia"
"Leguminosae","Craibia"
"Leguminosae","Cranocarpus"
"Leguminosae","Craspedolobium"
"Leguminosae","Cratylia"
"Leguminosae","Cristonia"
"Leguminosae","Crotalaria"
"Leguminosae","Cruddasia"
"Leguminosae","Crudia"
"Leguminosae","Cryphiantha"
"Leguminosae","Cryptophaseolus"
"Leguminosae","Cryptorrhynchus"
"Leguminosae","Cryptosepalum"
"Leguminosae","Ctenophyllum"
"Leguminosae","Cuba"
"Leguminosae","Cubaea"
"Leguminosae","Cujunia"
"Leguminosae","Cullen"
"Leguminosae","Cumaruna"
"Leguminosae","Cuparilla"
"Leguminosae","Cyamopsis"
"Leguminosae","Cyanospermum"
"Leguminosae","Cyanostremma"
"Leguminosae","Cyanothyrsus"
"Leguminosae","Cyathostegia"
"Leguminosae","Cyclas"
"Leguminosae","Cyclocarpa"
"Leguminosae","Cyclogyne"
"Leguminosae","Cyclolobium"
"Leguminosae","Cyclopia"
"Leguminosae","Cylicodiscus"
"Leguminosae","Cylindrokelupha"
"Leguminosae","Cylista"
"Leguminosae","Cymbicarpos"
"Leguminosae","Cymbosema"
"Leguminosae","Cynometra"
"Leguminosae","Cyrtolobum"
"Leguminosae","Cystium"
"Leguminosae","Cytisanthus"
"Leguminosae","Cytisogenista"
"Leguminosae","Cytisophyllum"
"Leguminosae","Cytisopsis"
"Leguminosae","Cytisus"
"Leguminosae","Dahlstedtia"
"Leguminosae","Dalbergia"
"Leguminosae","Dalbergiella"
"Leguminosae","Dalea"
"Leguminosae","Dalhousiea"
"Leguminosae","Dalmatocytisus"
"Leguminosae","Damapana"
"Leguminosae","Daniellia"
"Leguminosae","Daubentonia"
"Leguminosae","Daviesia"
"Leguminosae","Decorsea"
"Leguminosae","Deguelia"
"Leguminosae","Delaria"
"Leguminosae","Delonix"
"Leguminosae","Dendrolobium"
"Leguminosae","Dendrospartum"
"Leguminosae","Dermatophyllum"
"Leguminosae","Derris"
"Leguminosae","Desmanthus"
"Leguminosae","Desmodiastrum"
"Leguminosae","Desmodium"
"Leguminosae","Despeleza"
"Leguminosae","Detarium"
"Leguminosae","Dewevrea"
"Leguminosae","Dewindtia"
"Leguminosae","Dialium"
"Leguminosae","Diallobus"
"Leguminosae","Diallosperma"
"Leguminosae","Diaxulon"
"Leguminosae","Dicerma"
"Leguminosae","Dichilus"
"Leguminosae","Dichosema"
"Leguminosae","Dichrostachys"
"Leguminosae","Dicorynia"
"Leguminosae","Dicraeopetalum"
"Leguminosae","Dicymbe"
"Leguminosae","Dicymbopsis"
"Leguminosae","Didelotia"
"Leguminosae","Diholcos"
"Leguminosae","Dillwynia"
"Leguminosae","Dimorphandra"
"Leguminosae","Dinizia"
"Leguminosae","Dioclea"
"Leguminosae","Diotolotus"
"Leguminosae","Diphaca"
"Leguminosae","Diphyllarium"
"Leguminosae","Diphysa"
"Leguminosae","Diplolobium"
"Leguminosae","Diplonyx"
"Leguminosae","Diploprion"
"Leguminosae","Diplotax"
"Leguminosae","Diplotheca"
"Leguminosae","Diplotropis"
"Leguminosae","Dipogon"
"Leguminosae","Dipterix"
"Leguminosae","Dipteryx"
"Leguminosae","Diptychandra"
"Leguminosae","Discolobium"
"Leguminosae","Distemonanthus"
"Leguminosae","Disynstemon"
"Leguminosae","Dithyria"
"Leguminosae","Ditremexa"
"Leguminosae","Doga"
"Leguminosae","Dolicholus"
"Leguminosae","Dolichonema"
"Leguminosae","Dolichopsis"
"Leguminosae","Dolichos"
"Leguminosae","Dollinera"
"Leguminosae","Donia"
"Leguminosae","Dorychnium"
"Leguminosae","Dorycnium"
"Leguminosae","Dorycnopsis"
"Leguminosae","Drepanocarpus"
"Leguminosae","Drepanolobus"
"Leguminosae","Drepaphyla"
"Leguminosae","Droogmansia"
"Leguminosae","Drymospartum"
"Leguminosae","Dumasia"
"Leguminosae","Dunbaria"
"Leguminosae","Duparquetia"
"Leguminosae","Dupuya"
"Leguminosae","Dussia"
"Leguminosae","Duvalia"
"Leguminosae","Dysolobium"
"Leguminosae","Eaplosia"
"Leguminosae","Ebenidium"
"Leguminosae","Ebenopsis"
"Leguminosae","Ebenus"
"Leguminosae","Eburnax"
"Leguminosae","Ecastaphyllum"
"Leguminosae","Echinodiscus"
"Leguminosae","Echinolobium"
"Leguminosae","Echinospartum"
"Leguminosae","Echyrospermum"
"Leguminosae","Ecuadendron"
"Leguminosae","Edusaron"
"Leguminosae","Edwardsia"
"Leguminosae","Elasmocarpus"
"Leguminosae","Elayuna"
"Leguminosae","Eleiotis"
"Leguminosae","Elephantorrhiza"
"Leguminosae","Eligmocarpus"
"Leguminosae","Elizabetha"
"Leguminosae","Emerus"
"Leguminosae","Eminia"
"Leguminosae","Enantiosparton"
"Leguminosae","Endertia"
"Leguminosae","Endespermum"
"Leguminosae","Endiusa"
"Leguminosae","Endosamara"
"Leguminosae","Englerodendron"
"Leguminosae","Entada"
"Leguminosae","Entadopsis"
"Leguminosae","Enterolobium"
"Leguminosae","Eperua"
"Leguminosae","Epistemum"
"Leguminosae","Eremosparton"
"Leguminosae","Eremospartum"
"Leguminosae","Erichsenia"
"Leguminosae","Erinacea"
"Leguminosae","Eriocarpaea"
"Leguminosae","Eriosema"
"Leguminosae","Erophaca"
"Leguminosae","Errazurizia"
"Leguminosae","Ervilia"
"Leguminosae","Ervum"
"Leguminosae","Erythrina"
"Leguminosae","Erythrophleum"
"Leguminosae","Erythrostemon"
"Leguminosae","Esclerona"
"Leguminosae","Etaballia"
"Leguminosae","Euchilopsis"
"Leguminosae","Euchilus"
"Leguminosae","Euchresta"
"Leguminosae","Euilus"
"Leguminosae","Euriosma"
"Leguminosae","Eurypetalum"
"Leguminosae","Eutaxia"
"Leguminosae","Euteline"
"Leguminosae","Eversmannia"
"Leguminosae","Exostyles"
"Leguminosae","Eysenhardtia"
"Leguminosae","Ezoloba"
"Leguminosae","Faba"
"Leguminosae","Fagelia"
"Leguminosae","Faidherbia"
"Leguminosae","Falcata"
"Leguminosae","Falcataria"
"Leguminosae","Falcatula"
"Leguminosae","Feidanthus"
"Leguminosae","Fenugraecum"
"Leguminosae","Ferrum-equinum"
"Leguminosae","Feuilleea"
"Leguminosae","Fiebrigiella"
"Leguminosae","Fillaea"
"Leguminosae","Fillaeopsis"
"Leguminosae","Fissicalyx"
"Leguminosae","Flemingia"
"Leguminosae","Flundula"
"Leguminosae","Foenum-graecum"
"Leguminosae","Folliculigera"
"Leguminosae","Fordia"
"Leguminosae","Fornasinia"
"Leguminosae","Gagnebina"
"Leguminosae","Gajanus"
"Leguminosae","Galactia"
"Leguminosae","Galaction"
"Leguminosae","Galedupa"
"Leguminosae","Galega"
"Leguminosae","Gamochilum"
"Leguminosae","Gastrolobium"
"Leguminosae","Geissaspis"
"Leguminosae","Genista"
"Leguminosae","Genistella"
"Leguminosae","Genistidium"
"Leguminosae","Genistoides"
"Leguminosae","Geoffroea"
"Leguminosae","Geolobus"
"Leguminosae","Gigasiphon"
"Leguminosae","Gilbertiodendron"
"Leguminosae","Gilletiodendron"
"Leguminosae","Glandula"
"Leguminosae","Gleditsia"
"Leguminosae","Gliricidia"
"Leguminosae","Glottidium"
"Leguminosae","Glottis"
"Leguminosae","Glycine"
"Leguminosae","Glycinopsis"
"Leguminosae","Glycyphylla"
"Leguminosae","Glycyrrhiza"
"Leguminosae","Glycyrrhizopsis"
"Leguminosae","Goebelia"
"Leguminosae","Gompholobium"
"Leguminosae","Goniorrhachis"
"Leguminosae","Gonocytisus"
"Leguminosae","Goodia"
"Leguminosae","Gossweilerodendron"
"Leguminosae","Grammocarpus"
"Leguminosae","Grandiera"
"Leguminosae","Graphiosa"
"Leguminosae","Grazielodendron"
"Leguminosae","Griffonia"
"Leguminosae","Grimaldia"
"Leguminosae","Grona"
"Leguminosae","Gueldenstaedtia"
"Leguminosae","Guianodendron"
"Leguminosae","Guibourtia"
"Leguminosae","Guilandina"
"Leguminosae","Guillandinodes"
"Leguminosae","Guinetia"
"Leguminosae","Guldenstaedtia"
"Leguminosae","Gumifera"
"Leguminosae","Gymnocladus"
"Leguminosae","Haematoxylum"
"Leguminosae","Haitimimosa"
"Leguminosae","Halicacabus"
"Leguminosae","Halimodendron"
"Leguminosae","Hallia"
"Leguminosae","Hammatolobium"
"Leguminosae","Hamosa"
"Leguminosae","Hanslia"
"Leguminosae","Haplormosia"
"Leguminosae","Hardenbergia"
"Leguminosae","Hardwickia"
"Leguminosae","Harleyodendron"
"Leguminosae","Harpalyce"
"Leguminosae","Harpelema"
"Leguminosae","Havardia"
"Leguminosae","Hebestigma"
"Leguminosae","Hecastophyllum"
"Leguminosae","Hedisarum"
"Leguminosae","Hedysarum"
"Leguminosae","Hegetschweilera"
"Leguminosae","Hegnera"
"Leguminosae","Heinekenia"
"Leguminosae","Heinzia"
"Leguminosae","Heleiotis"
"Leguminosae","Helicotropis"
"Leguminosae","Helminthocarpum"
"Leguminosae","Hemidesmas"
"Leguminosae","Hemispadon"
"Leguminosae","Hermesias"
"Leguminosae","Herpetica"
"Leguminosae","Herpyza"
"Leguminosae","Hesperalbizia"
"Leguminosae","Hesperastragalus"
"Leguminosae","Hesperolaburnum"
"Leguminosae","Hesperothamnus"
"Leguminosae","Heterocarpaea"
"Leguminosae","Heteroflorum"
"Leguminosae","Heterolathus"
"Leguminosae","Heteroloma"
"Leguminosae","Heterostemon"
"Leguminosae","Heudusa"
"Leguminosae","Heylandia"
"Leguminosae","Hippocrepis"
"Leguminosae","Hisingera"
"Leguminosae","Hoffmannseggia"
"Leguminosae","Hoita"
"Leguminosae","Holocalyx"
"Leguminosae","Homalobus"
"Leguminosae","Hormolotus"
"Leguminosae","Hosackia"
"Leguminosae","Hovea"
"Leguminosae","Hugelroea"
"Leguminosae","Humboldtia"
"Leguminosae","Humularia"
"Leguminosae","Huttonella"
"Leguminosae","Hybosema"
"Leguminosae","Hydrochorea"
"Leguminosae","Hylodendron"
"Leguminosae","Hylodesmum"
"Leguminosae","Hymenaea"
"Leguminosae","Hymenocarpos"
"Leguminosae","Hymenolobium"
"Leguminosae","Hymenospron"
"Leguminosae","Hymenostegia"
"Leguminosae","Hypechusa"
"Leguminosae","Hypocalyptus"
"Leguminosae","Hypoglottis"
"Leguminosae","Ibbetsonia"
"Leguminosae","Icthyoctonum"
"Leguminosae","Icuria"
"Leguminosae","Indigastrum"
"Leguminosae","Indigofera"
"Leguminosae","Indopiptadenia"
"Leguminosae","Inga"
"Leguminosae","Inocarpus"
"Leguminosae","Intsia"
"Leguminosae","Iocaulon"
"Leguminosae","Isandrina"
"Leguminosae","Isoberlinia"
"Leguminosae","Isomacrolobium"
"Leguminosae","Isotropis"
"Leguminosae","Jacksonago"
"Leguminosae","Jacksonia"
"Leguminosae","Jacqueshuberia"
"Leguminosae","Jansonia"
"Leguminosae","Jonesia"
"Leguminosae","Julbernardia"
"Leguminosae","Kalappia"
"Leguminosae","Kaleniczenkia"
"Leguminosae","Kamiella"
"Leguminosae","Kanaloa"
"Leguminosae","Kebirita"
"Leguminosae","Kennedia"
"Leguminosae","Kennedya"
"Leguminosae","Kennedynella"
"Leguminosae","Kerstingiella"
"Leguminosae","Keyserlingia"
"Leguminosae","Kiapasia"
"Leguminosae","Kiesera"
"Leguminosae","Kingiodendron"
"Leguminosae","Kirchnera"
"Leguminosae","Klugiodendron"
"Leguminosae","Konxikas"
"Leguminosae","Koompassia"
"Leguminosae","Kotschya"
"Leguminosae","Kraunhia"
"Leguminosae","Krokeria"
"Leguminosae","Kuhniastera"
"Leguminosae","Kuhnistera"
"Leguminosae","Kummerowia"
"Leguminosae","Kunstleria"
"Leguminosae","Labichea"
"Leguminosae","Lablab"
"Leguminosae","Lablavia"
"Leguminosae","Laboucheria"
"Leguminosae","Labradia"
"Leguminosae","Laburnocytisus"
"Leguminosae","Laburnum"
"Leguminosae","Lackeya"
"Leguminosae","Ladeania"
"Leguminosae","Lagonychium"
"Leguminosae","Lalage"
"Leguminosae","Lamprolobium"
"Leguminosae","Lasinia"
"Leguminosae","Lasiobema"
"Leguminosae","Lastila"
"Leguminosae","Lathriogyna"
"Leguminosae","Lathyros"
"Leguminosae","Lathyrus"
"Leguminosae","Latrobea"
"Leguminosae","Lebeckia"
"Leguminosae","Lebruniodendron"
"Leguminosae","Lecointea"
"Leguminosae","Lembotropis"
"Leguminosae","Lemurodendron"
"Leguminosae","Lemuropisum"
"Leguminosae","Lennea"
"Leguminosae","Lens"
"Leguminosae","Lentilla"
"Leguminosae","Leobordea"
"Leguminosae","Leonardendron"
"Leguminosae","Leonardoxa"
"Leguminosae","Lepidocoma"
"Leguminosae","Leptidium"
"Leguminosae","Leptis"
"Leguminosae","Leptocyamus"
"Leguminosae","Leptocytisus"
"Leguminosae","Leptoderris"
"Leguminosae","Leptodesmia"
"Leguminosae","Leptoglottis"
"Leguminosae","Leptolobium"
"Leguminosae","Leptosema"
"Leguminosae","Leptospron"
"Leguminosae","Lespedeza"
"Leguminosae","Lessertia"
"Leguminosae","Leucaena"
"Leguminosae","Leucochloron"
"Leguminosae","Leucomphalos"
"Leguminosae","Leucostegane"
"Leguminosae","Libidibia"
"Leguminosae","Librevillea"
"Leguminosae","Lingoum"
"Leguminosae","Liparia"
"Leguminosae","Lipozygis"
"Leguminosae","Liquiritia"
"Leguminosae","Lissera"
"Leguminosae","Listia"
"Leguminosae","Lithoon"
"Leguminosae","Locellaria"
"Leguminosae","Loesenera"
"Leguminosae","Loethainia"
"Leguminosae","Lomoplis"
"Leguminosae","Lonchocarpus"
"Leguminosae","Lophocarpinia"
"Leguminosae","Lotea"
"Leguminosae","Lotodes"
"Leguminosae","Lotononis"
"Leguminosae","Lotus"
"Leguminosae","Lourea"
"Leguminosae","Loxidium"
"Leguminosae","Loxospermum"
"Leguminosae","Ludovicia"
"Leguminosae","Luetzelburgia"
"Leguminosae","Lugaion"
"Leguminosae","Lumbricidia"
"Leguminosae","Lupinaster"
"Leguminosae","Lupinus"
"Leguminosae","Lupularia"
"Leguminosae","Lupulina"
"Leguminosae","Luzonia"
"Leguminosae","Lygoplis"
"Leguminosae","Lygos"
"Leguminosae","Lysidice"
"Leguminosae","Lysiloma"
"Leguminosae","Lysiphyllum"
"Leguminosae","Maackia"
"Leguminosae","Mac-leayia"
"Leguminosae","Machaerium"
"Leguminosae","Macrolobium"
"Leguminosae","Macrolotus"
"Leguminosae","Macromiscus"
"Leguminosae","Macronyx"
"Leguminosae","Macropsychanthus"
"Leguminosae","Macroptilium"
"Leguminosae","Macrosamanea"
"Leguminosae","Macrosema"
"Leguminosae","Macrotropis"
"Leguminosae","Macrotrullion"
"Leguminosae","Macrotyloma"
"Leguminosae","Macuna"
"Leguminosae","Malaparius"
"Leguminosae","Mandarus"
"Leguminosae","Maniltoa"
"Leguminosae","Manna"
"Leguminosae","Maraniona"
"Leguminosae","Marcanthus"
"Leguminosae","Margaritolobium"
"Leguminosae","Maria-antonia"
"Leguminosae","Marina"
"Leguminosae","Mariosousa"
"Leguminosae","Marmaroxylon"
"Leguminosae","Martiodendron"
"Leguminosae","Mastersia"
"Leguminosae","Maughania"
"Leguminosae","Mavia"
"Leguminosae","Mecopus"
"Leguminosae","Medicago"
"Leguminosae","Medyphylla"
"Leguminosae","Meibomia"
"Leguminosae","Meiemianthera"
"Leguminosae","Meizotropis"
"Leguminosae","Melanoxylon"
"Leguminosae","Melanoxylum"
"Leguminosae","Melilota"
"Leguminosae","Melilotoides"
"Leguminosae","Melilotus"
"Leguminosae","Melinospermum"
"Leguminosae","Melisitus"
"Leguminosae","Melissitus"
"Leguminosae","Melliniella"
"Leguminosae","Melolobium"
"Leguminosae","Mendoravia"
"Leguminosae","Menkenia"
"Leguminosae","Meristotropis"
"Leguminosae","Mezoneuron"
"Leguminosae","Mezoneurum"
"Leguminosae","Mezonevron"
"Leguminosae","Michelsonia"
"Leguminosae","Micklethwaitia"
"Leguminosae","Microberlinia"
"Leguminosae","Microcharis"
"Leguminosae","Microlobius"
"Leguminosae","Microphyton"
"Leguminosae","Miediega"
"Leguminosae","Mildbraediodendron"
"Leguminosae","Milletia"
"Leguminosae","Millettia"
"Leguminosae","Mimosa"
"Leguminosae","Mimosopsis"
"Leguminosae","Mimozyganthus"
"Leguminosae","Minkelersia"
"Leguminosae","Mirbelia"
"Leguminosae","Mirbella"
"Leguminosae","Miscolobium"
"Leguminosae","Mistyllus"
"Leguminosae","Mitostax"
"Leguminosae","Moldenhawera"
"Leguminosae","Monopetalanthus"
"Leguminosae","Monopteryx"
"Leguminosae","Monosemeion"
"Leguminosae","Monoteles"
"Leguminosae","Montigena"
"Leguminosae","Mora"
"Leguminosae","Morongia"
"Leguminosae","Moullava"
"Leguminosae","Moutouchi"
"Leguminosae","Mucuna"
"Leguminosae","Muellera"
"Leguminosae","Muelleranthus"
"Leguminosae","Mullaghera"
"Leguminosae","Mundulea"
"Leguminosae","Muxiria"
"Leguminosae","Myctirophora"
"Leguminosae","Myobroma"
"Leguminosae","Myrocarpus"
"Leguminosae","Myrospermum"
"Leguminosae","Myroxylon"
"Leguminosae","Mysanthus"
"Leguminosae","Natrix"
"Leguminosae","Nauchea"
"Leguminosae","Navidura"
"Leguminosae","Nefrakis"
"Leguminosae","Negretia"
"Leguminosae","Neltuma"
"Leguminosae","Nematophyllum"
"Leguminosae","Nemcia"
"Leguminosae","Neoapaloxylon"
"Leguminosae","Neobaronia"
"Leguminosae","Neochevalierodendron"
"Leguminosae","Neocollettia"
"Leguminosae","Neoharmsia"
"Leguminosae","Neonotonia"
"Leguminosae","Neorautanenia"
"Leguminosae","Neorudolphia"
"Leguminosae","Nepa"
"Leguminosae","Nephrodesmus"
"Leguminosae","Nephromeria"
"Leguminosae","Nephrosis"
"Leguminosae","Neptunia"
"Leguminosae","Nesphostylis"
"Leguminosae","Neurocarpum"
"Leguminosae","Neuroscapha"
"Leguminosae","Newtonia"
"Leguminosae","Nicolsonia"
"Leguminosae","Nictitella"
"Leguminosae","Nimiria"
"Leguminosae","Nissolia"
"Leguminosae","Nochotta"
"Leguminosae","Nogra"
"Leguminosae","Nomismia"
"Leguminosae","Normandiodendron"
"Leguminosae","Nothoderris"
"Leguminosae","Notodon"
"Leguminosae","Notospartium"
"Leguminosae","Nubigena"
"Leguminosae","Obolinga"
"Leguminosae","Ochrus"
"Leguminosae","Octelisia"
"Leguminosae","Oddoniodendron"
"Leguminosae","Odonia"
"Leguminosae","Oedicephalus"
"Leguminosae","Oedmannia"
"Leguminosae","Ohwia"
"Leguminosae","Olneya"
"Leguminosae","Onix"
"Leguminosae","Onobrychis"
"Leguminosae","Ononis"
"Leguminosae","Ophiocarpus"
"Leguminosae","Ophrestia"
"Leguminosae","Orbexilum"
"Leguminosae","Oreophysa"
"Leguminosae","Ormocarpopsis"
"Leguminosae","Ormocarpum"
"Leguminosae","Ormosia"
"Leguminosae","Ormosiopsis"
"Leguminosae","Ornithopodium"
"Leguminosae","Ornithopus"
"Leguminosae","Orobella"
"Leguminosae","Orobus"
"Leguminosae","Orophaca"
"Leguminosae","Orphanodendron"
"Leguminosae","Orthodanum"
"Leguminosae","Ortholobium"
"Leguminosae","Ortholotus"
"Leguminosae","Orthotropis"
"Leguminosae","Orucaria"
"Leguminosae","Oryxis"
"Leguminosae","Ostryocarpus"
"Leguminosae","Ostryoderris"
"Leguminosae","Otholobium"
"Leguminosae","Otoptera"
"Leguminosae","Ototropis"
"Leguminosae","Ottleya"
"Leguminosae","Oustropis"
"Leguminosae","Outea"
"Leguminosae","Oxydium"
"Leguminosae","Oxyglottis"
"Leguminosae","Oxylobium"
"Leguminosae","Oxypogon"
